5401;GPS;camera;Sat 12 Dec 2009 05:31:22 +0000;Droid;(2.0.1);gps;coordinates;not;saved;with;picture;created;using;inbox;camera;Device;:;Motorola;Droid.;Firmware;Android;2.0.1;took;a;picture;using;the;built;in;camera;application;-0;Store;Location;(ON);-0;Uploaded;to;picassa;GPS;coordinates;were;not;available;in;the;picture;Expected;result:;GPS;tags;(latitude;and;longitude);should;have;been;available;in;the;metadata;of;the;picture.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5275;network;GPS;Tue 08 Dec 2009 17:08:54 +0000;"maps 3.3 Q""Edata connection lostQ""E error";"I updated my Google Maps and then opened it to see the new features. It would not load the streets to the screen and no amount of changing layers changing options etc. would make the maps show on the screen even after rebooting the phone. it would only flash Q""Edata connection lostQ""E shortly after loading the maps application and then do nothing other than show my position on a grey grid. not sure if this is an issue carrier side or software side but it should not be acting like this. i am running android 2.0 on the motorola droid. If you happen to have a development environment please also run Q""Eadb bugreportQ""E and archive the output as it could help diagnose the problem. i do not but will research how to set one up so that i can run the bug report and post it. please let me know if you need anythign else i will be happy to do whatever is needed to get this fixed.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4828;display;screen;Mon 16 Nov 2009 16:07:00 +0000;Display;does;not;activate;on;alarm;if;device;docked;and;screen;is;locked;When placing the device in the media dock to use as an alarm clock at bedside and pressing the lock screen button in order to dim the display completely once the alarm goes off the display does not automatically activate. The user has to first press the lock screen button before the display is activated and the user is able to dismiss the alarm. Reproduce: Dock Droid in media dock. Set alarm for future time. Press screen lock button to turn off display. Wait for alarm to go off. Desired behavior: Once the alarm goes off automatically wake the display so that the user can act to snooze/dismiss the alarm without scrambling for the screen lock button in the dark. Device: Motorola Droid Firmware: 2.0 Build Number: ESD20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5245;contact;app;Sun 06 Dec 2009 23:28:39 +0000;"no visual highlight on arrow icon when Q""EMoreQ""E item selected with d-pad in contact edit form";"- Steps to reproduce the problem. With a Motorola Droid having a directional (Q""Ed-Q""E) pad running Android 2.0 (build ESD20): 1. go to home screen 2. open conacts app 3. select a contact which is tied to a Google account (i.e. not a Facebook-only contact";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5453;contact;app;display;Tue 15 Dec 2009 04:34:06 +0000;wrong;contact;displayed;in;phone;app;call;history;"Device is motorola droid (sholes) OS is version 2.0.1 When using the phone application to call Verizon * numbers sometimes the wrong contact is listed in call history and while dialing. This seems to happen when the last part of the number dialed is the same as one of my contacts. For instance calling *73[my home number] forwards my calls home. In call and in the call history it shows that I called my home number - my Q""EhomeQ""E contact is shown. I have even added the Q""Eforward calls homeQ""E number as a contact and after calling that number by selecting it in my contacts my home contact is still shown in the history. It seems that any prefix before a known number is being treated as an area code even if it contains special characters like * and  .";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5121;email;setting;Mon 30 Nov 2009 16:45:12 +0000;Underscore;not;allowed;in;IMAP;server;field;"Using Motorola Droid 2.0 In the default Email application entering an IMAP server name in Q""EIncoming Server SettingsQ""E with an underscore (e.g. user_name.mail.host.com ) results in being unable to select the Q""ENextQ""E button. I assume it is taking the underscore as an invalid character however this is the correct server name and functions correctly elsewhere (Outlook Evolution).";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4979;contact;app;synchronize;Sat 21 Nov 2009 18:18:50 +0000;Contacts;is;merging;2;separate;contacts;The contacts app is merging 2 separate contacts into 1 contact. To Reproduce (on my device): 1. Have the contact manager set to sync contacts with googleQ'Es servers. 2. In Google Voice or Gmail create a contact with the name Q'ERob LastnameQ'E with any email address and any phone number. 3. Create a second contact with the name Q'ERobbie LastnameQ'E with a different email address and phone number. 4. After the phone has synced with google the contact application shows one contact under Q'ERob LastnameQ'E but contains the contact information for both Robbie and Rob. While the contacts appear merged on the android they remain separated in the web apps. One would expect the two contacts appear separately and not merged together. Device: Motorola Droid Build number: ESD20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5666;audio;search;Sat 26 Dec 2009 20:13:02 +0000;cant;use;voice;search;to;navigate;to;addresses;containing;compound;words;"I live on Q""Evalleyview driveQ""E no spaces. Voice search in car mode hears it as Q""Evalley view driveQ""E separate words. Even when I state the zip code it can not find my street it will not find results with valleyview as one word. Therefore I can not navigate home hands free. Its infuriating while driving. Any street name that is a compound word would have this issue. Would be nice if I had a hands free option to join words or if search ignored spaces (as google web search can do). Using motorola droid os 2.0.1.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4712;screen;Thu 12 Nov 2009 05:22:47 +0000;Droid;does;not;rotate;home;screen;outside;of;applications;When I bought my Motorola Droid the home screen and contacts list would automatically rotate when I turned the phone to landscape orientation. Now it doesnQ'Et do that except inside applications. I have verified that the option is enabled under settings. Turning it on/off doesnQ'Et fix it. Factory reset doesnQ'Et fix it. Rebooting the phone and taking out the battery doesnQ'Et resolve the issue either. It happened after I filled up my home screen with shortcuts. It worked fine for 2 days (starting the 9th and ending the 11th) and the it stopped functioning. Many others have this problem and there is a incorrectly categorized issue about it (category: enhancement). http://code.google.com/p/android/issues/detail?id=4555 This is a bug not an enhancement request;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5001;browser;system;Mon 23 Nov 2009 16:40:26 +0000;Browser;crashes;if;server;certificate;contains;Q>E32;subjectAltName.;Hi I have a motorola droid (build ESD20) it crashes when loading an SSL site such as https://www.encorehollywood.com Log excerpt: I( 1015:0x5b4) Starting activity: Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=http://fm.methodstudios.com/filemanager/ cmp=com.android.browser/.BrowserActivity } I( 1015:0x3fa) Starting activity: Intent { act=android.intent.action.VIEW cat=[android.intent.category.BROWSABLE] dat=https://fm.methodstudios.com/filemanager/? cmp=com.android.browser/.BrowserActivity } D(10734:0x29fc) GC freed 7459 objects / 608472 bytes in 90ms W(10734:0x29fc) threadid=23: thread exiting with uncaught exception (group=0x4001b180) E(10734:0x29fc) Uncaught handler: thread http1 exiting due to uncaught exception E(10734:0x29fc) java.lang.UnsupportedOperationException: no more than 32 elements E(10734:0x29fc) at org.bouncycastle.asn1.x509.X509NameElementList.add(X509NameElementList.java:74) E(10734:0x29fc) at org.bouncycastle.asn1.x509.X509NameElementList.add(X509NameElementList.java:62) E(10734:0x29fc) at org.bouncycastle.asn1.x509.X509Name.Q<EinitQ>E(X509Name.java:680) E(10734:0x29fc) at org.bouncycastle.asn1.x509.X509Name.Q<EinitQ>E(X509Name.java:596) E(10734:0x29fc) at org.bouncycastle.asn1.x509.X509Name.Q<EinitQ>E(X509Name.java:534) E(10734:0x29fc) at android.net.http.SslCertificate$DName.Q<EinitQ>E(SslCertificate.java:199) E(10734:0x29fc) at android.net.http.SslCertificate.Q<EinitQ>E(SslCertificate.java:109) E(10734:0x29fc) at android.net.http.SslCertificate.Q<EinitQ>E(SslCertificate.java:121) E(10734:0x29fc) at android.net.http.CertificateChainValidator.doHandshakeAndValidateServerCertificates(CertificateChainValidator.java:103) E(10734:0x29fc) at android.net.http.HttpsConnection.openConnection(HttpsConnection.java:306) E(10734:0x29fc) at android.net.http.Connection.openHttpConnection(Connection.java:358) E(10734:0x29fc) at android.net.http.Connection.processRequests(Connection.java:225) E(10734:0x29fc) at android.net.http.ConnectionThread.run(ConnectionThread.java:125) I( 1015:0x5ba) Sending signal. PID: 10734 SIG: 3 I(10734:0x29f0) threadid=7: reacting to signal 3 I(10734:0x29f0) Wrote stack trace to Q'E/data/anr/traces.txtQ'E I( 1015:0x2a4c) Added state dump to 1 crashes I(10734:0x29fc) Sending signal. PID: 10734 SIG: 9 I( 1015:0x45c) Process com.android.browser (pid 10734) has died. I( 1015:0x5b4) WIN DEATH: Window{449af9f8 com.android.browser/com.android.browser.BrowserActivity paused=false} I( 1015:0x5b6) WIN DEATH: Window{4493ba80 SubPanel:com.android.browser/com.android.browser.BrowserActivity paused=false} W( 1015:0x46e) Got RemoteException sending setActive(false) notification to pid 10734 uid 10009 W( 1015:0x45c) Unexpected resume of com.android.launcher while already resumed in com.android.browser I( 1015:0x46c) Starting activity: Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.android.vending/.AssetBrowserActivity } W( 1015:0x46c) Failed to persist new stats D(10036:0x2734) GC freed 14091 objects / 883368 bytes in 141ms D( 1083:0x43b) GC freed 250 objects / 12392 bytes in 61ms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5627;audio;calling;Wed 23 Dec 2009 22:03:09 +0000;If headphone is unplugged to answer call music will resume upon call end;Problem: While listening to music if the phone rings and you unplug the headphones to answer it once you end the call music will resume playing on the speaker (loud!). I considered calling this a feature request but seeing as how unplugging the headphones without a call pauses music I think this is a bug. Platform: Motorola Droid OS version 2.0.1 Steps to reproduce: 1.Plug in headphones 2.Play music 3.Have someone call you 4.Unplug headphones and answer call 5.End call 6.Enjoy the music youQ'Ere now sharing with everyone around you. Correct behavior: If the headphone jack is removed pause music (even if there was a phone call in there somewhere).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4650;wifi;network;Tue 10 Nov 2009 17:32:29 +0000;WIFI on Android 2.0 will not reconnect to known networks after leaving and returning Motorola Droid;"I am running Android 2.0 on the Motorola Droid. I have my house and my workplace saved in the Wireless Q&E networks section of the phone because I have connected to them before. Randomly when I leave my house for instance and return the WIFI will not be recognized. It is enabled and I see Q""EhomeQ""E in my list but it says that it is out of range. If I disable WIFI and then re-enable it it automatically re-connects to it. This seems completely random as sometimes it connects with no problem. I know that there is nothing wrong with my WIFI hotspots at my house or my workplace because I have another pocket device that connects automatically with no problem.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4821;message;keyboard;system;Mon 16 Nov 2009 03:01:28 +0000;DROID;turned;off;while;typing;a;text;message;I;was;typing;a;text;message;on;the;physical;keyboard;of;my;Motorola;DROID;(Android;2.0);and;it;shut;off;without;warning.;Battery;was;at;80%.;I;was;able;to;restart;the;phone;without;issue;and;have;so;far;have;been;unable;to;reproduce;the;problem.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4551;bluetooth;car;synchronize;Sat 07 Nov 2009 03:30:40 +0000;Android;2;Car;Bluetooth;Sync;Failure;Currently;running;Android;2;on;Motorola;Droid;from;Verizon;Wireless.;Have;a;2007;Nissan;350Z;with;the;factory;Bose;system;and;the;Bluetooth;systems;cannot;pair.;Set;the;car;to;discoverable;and;likewise;for;the;device;but;no;pairing;was;achieved.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5088;wifi;network;Fri 27 Nov 2009 20:34:21 +0000;WiFi doesnQ'Et work with certain routers (DHCP ARP works succesfully but everything else fails DNS ICMP TCP etc - can provide pcap dumps if needed);"This problem happens with Motorola Droid (Android 2.0) though it looks like G1 ADP (Cupcake) has same or very similar issue. The WiFi works with other access points but fails with some (e.g. mine). My access point is a FreeBSD 7.2-p4 with an Atheros card. IQ'Em using WPA2- PSK though I donQ'Et think this has any significance in the problem IQ'Em experiencing. I logged the traffic both using tcpdump running on the FreeBSD and a laptop running Kismet. Seems that all of the communication on OSI layer 2 works correctly the problems seem to happen with some communication on higher layers. For example after doing the whole WPA2 handshake the phone obtains its IP successfully also the ARP requests seems to work fine. The problem happens when I try to communicate. Even a ping from adb shell to the default gateway doesnQ'Et get a response. HereQ'Es an example communication: phone does a handshake with the AP * -Q>E DHCP DISCOVER * Q<E- DHCP OFFER (10.0.1.189) * -Q>E DHCP REQUEST * Q<E- DHCP ACK * ARP (asks for 10.0.1.1 - Gateway) * Server sends its MAC address * Q<Enow here is something strange that I donQ'Et understandQ>E * for some reason phone responds with ICMP Destination unreachable (Port unreachable) after checking it seems that the router sends 2x DHCP ACK and this is the response to the second one. * then thereQ'Es lookup for IPv6 (though I donQ'Et have IPv6 setup) * phone starts asking for its MAC address (I was doing ping 10.0.1.189 on adb shell maybe because of that but still seems strange) * IQ'Em starting pinging the gateway but for some reason the gateway doesnQ'Et respond anymore (I know the packets do reach the destination but for some reason are being dropped canQ'Et say what the problem is; could the port unreachable have anything to do with it? ShouldnQ'Et the dhcp client be running all the time?) No other device but the android phone seems to have problems working with my AP. If itQ'Es necessary I can provide more information just please let me know whatQ'Es needed. P.S. DHCP server is running on another subnet on the one with WiFi clients IQ'Em running a relay.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5525;exchange;setting;Fri 18 Dec 2009 11:47:03 +0000;Cannot;enter;_;(Underscore);in;Exchange;Server;settings;Please describe the problem in detail. Be sure to include: - Steps to reproduce the problem. - What happened. - What you think the correct behavior should be. Motorola Milestone - Android 2.0.0 Replication Steps: 1) Create a new Corporate (Exchange) Account. 2) On the second setup page you can enter three fields. Domain\Username Password and Exchange Server. 3) Enter an Exchange Server with an underscore (_) in it. 4) Notice how the next button is disabled because of the underscore. An underscore is a valid character so the next button should not be disabled because of this underscore.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5514;camera;setting;Thu 17 Dec 2009 19:09:54 +0000;Set;setPreviewSize;as;176x144;will;crash;the;camera;"NOTE: This form is only for reporting bugs found in the course of developing Android applications. For all other developer discussions please visit: http://groups.google.com/group/android-developers Please describe the problem in detail. Be sure to include: - Steps to reproduce the problem (including sample code if appropriate). Motorola Droid + Android 2.0.1 1) Init surfaceview for camera preview. 2) getSupportedPreviewFormats and 176x144 is in the list. 3) setPreviewSize(176144) and start preview. - What happened. 1) Could not see the preview image. Got error: GetNextPreviewFrame Error/1 frame:0x0 buffer:0x0 2) Close the test app and launch the build in camera app couldnQ'Et see the preview either. 3) Reboot the phone camera works again. - What you think the correct behavior should be. 1) If the resolution is returned by getSupportedPreviewFormats then it should be supported. 2) Even itQ'Es not supported this should not break the camera. DonQ'Et forget to mention which version of the SDK youQ'Ere using and/or which device the problem appears on (model and Android version). Android SDK 2.0 Motorola Droid with Android 2.0.1 Please also run Q""Eadb bugreportQ""E and archive the output.";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
